# TRAIT NEIGHBOURS — the lookup for FACETS.md step 1, and the de-duplication map.
#
# Why this file exists. The near-neighbour collision is the most expensive failure in
# step 4: a scene gets built, then thrown away because it belongs to a trait somebody
# already wrote. It cannot be computed from the axes — hard-line (kidney/bitter/fried)
# and firm (navy/sour/dried) share no bean, no flavour and no form, and mystical sits
# next to otherworldly across a single shared form.
#
# GENERATED — do not hand-edit. The judgement lives in trait-families.tsv, which sorts
# all 360 traits into senses a reader could confuse; this file expands that map, so your
# neighbours are the other members of every family you are in. To change an adjacency,
# move the trait between families and re-run:
#
#   node scripts/build-trait-neighbours.mjs
#
# How to use it. At step 1, look your five up here and READ the entries listed, then
# write the separation prose into the batch file — what each neighbour owns, and what is
# left for yours. This file names the pairs; it does not do the thinking, and it is not a
# substitute for reading beans/, flavours/ and forms/.
#
# Marks:
#   trait(slug)    approved — its scenes are SPENT, go and read them
#   ~trait(slug)   not yet approved — no settled scenes to avoid, but the axes must part
#
# A trait in two families carries both families' members as neighbours; the families
# column names which. 46 families over 360 traits, 18 traits straddling two.
#
# slug	trait	excess	inverse	families	neighbours
sweet-dried-kidney	adoring	worshipful	unloving	love	cherishing(sweet-roasted-kidney) sentimental(sweet-fermented-adzuki) ~ardent(sweet-fried-black) ~devoted(sweet-dried-adzuki) ~doting(sweet-fried-kidney) ~enamoured(sweet-smoked-kidney) ~passionate(umami-fried-adzuki) ~romantic(sweet-fried-navy)
sweet-dried-mung	tender	tremulous	hard	care	considerate(sweet-roasted-edamame) ~compassionate(sweet-boiled-kidney) ~cosseting(sweet-roasted-mung) ~empathetic(sweet-fermented-chickpea) ~gentle(sweet-fermented-mung) ~nurturing(sweet-boiled-mung) ~replenishing(umami-boiled-mung) ~restorative(umami-dried-mung) ~solicitous(sour-roasted-mung) ~sympathetic(sweet-fermented-kidney)
sweet-dried-navy	dutiful	servile	derelict	duty	~conscientious(umami-boiled-cannellini) ~custodial(umami-boiled-navy) ~dependable(sweet-boiled-edamame) ~disciplined(umami-boiled-kidney) ~principled(umami-fried-cannellini) ~provident(sweet-boiled-navy) ~scrupulous(sour-fermented-navy) ~trustworthy(sour-boiled-kidney) ~upright(bitter-boiled-navy)
sweet-dried-pinto	storied	mythologising	unremembered	mourning	~elegiac(umami-fermented-adzuki) ~melancholy(umami-roasted-mung) ~mournful(umami-smoked-kidney) ~pensive(sweet-fermented-black) ~solemn(umami-smoked-black) ~wistful(umami-roasted-navy)
sweet-fermented-adzuki	sentimental	maudlin	hard-nosed	love	cherishing(sweet-roasted-kidney) ~adoring(sweet-dried-kidney) ~ardent(sweet-fried-black) ~devoted(sweet-dried-adzuki) ~doting(sweet-fried-kidney) ~enamoured(sweet-smoked-kidney) ~passionate(umami-fried-adzuki) ~romantic(sweet-fried-navy)
sweet-fermented-black	pensive	moping	blithe	inward-thought+mourning	self-aware(sour-fermented-adzuki) storied(sweet-dried-pinto) ~contemplative(bitter-boiled-pinto) ~elegiac(umami-fermented-adzuki) ~introspective(umami-fermented-black) ~inward(umami-fermented-pinto) ~melancholy(umami-roasted-mung) ~mournful(umami-smoked-kidney) ~musing(umami-boiled-pinto) ~philosophical(bitter-fermented-butter) ~reflective(umami-fermented-butter) ~ruminative(bitter-fermented-black) ~solemn(umami-smoked-black) ~speculative(bitter-fermented-green) ~wistful(umami-roasted-navy)
sweet-fermented-butter	silly	ridiculous	stern	light-hearted	lighthearted(sweet-roasted-butter) ~fun(sweet-roasted-chickpea) ~mischievous(sweet-roasted-pinto) ~playful(sweet-boiled-green) ~sunny(sweet-fried-butter) ~whimsical(sweet-fermented-green)
sweet-fermented-cannellini	diplomatic	duplicitous	gauche	smoothing	disarming(sweet-smoked-edamame) forgiving(sweet-boiled-butter) tolerant(umami-roasted-chickpea) ~conciliatory(bitter-boiled-chickpea) ~fair(sour-roasted-kidney) ~fair-minded(sour-boiled-chickpea) ~impartial(sour-boiled-mung) ~open-minded(sour-roasted-chickpea) ~receptive(umami-roasted-butter)
sweet-fermented-chickpea	empathetic	enmeshed	cold-hearted	care	considerate(sweet-roasted-edamame) ~compassionate(sweet-boiled-kidney) ~cosseting(sweet-roasted-mung) ~gentle(sweet-fermented-mung) ~nurturing(sweet-boiled-mung) ~replenishing(umami-boiled-mung) ~restorative(umami-dried-mung) ~solicitous(sour-roasted-mung) ~sympathetic(sweet-fermented-kidney) ~tender(sweet-dried-mung)
sweet-fermented-edamame	practised	rote	unrehearsed	adaptable	adaptable(umami-boiled-chickpea) proactive(umami-fried-chickpea) ~conductive(spicy-dried-chickpea) ~cosmopolitan(bitter-roasted-chickpea) ~instinctive(umami-fried-pinto) ~nimble(sour-fried-chickpea) ~resourceful(spicy-boiled-chickpea)
sweet-fermented-fava	visionary	utopian	shortsighted	invention	artistic(bitter-fermented-pinto) innovative(umami-fermented-chickpea) ~budding(umami-smoked-green) ~creative(umami-fermented-green) ~idealistic(umami-fermented-cannellini) ~inventive(spicy-fermented-edamame) ~prolific(umami-boiled-green)
sweet-fermented-green	whimsical	twee	humdrum	light-hearted+reverie	dreamlike(sweet-smoked-pinto) lighthearted(sweet-roasted-butter) ~daydreamy(sweet-boiled-pinto) ~fanciful(sweet-fermented-pinto) ~fun(sweet-roasted-chickpea) ~mischievous(sweet-roasted-pinto) ~musing(umami-boiled-pinto) ~playful(sweet-boiled-green) ~poetic(umami-fermented-mung) ~silly(sweet-fermented-butter) ~sunny(sweet-fried-butter)
sweet-fermented-kidney	sympathetic	engrossed	unsympathetic	care	considerate(sweet-roasted-edamame) ~compassionate(sweet-boiled-kidney) ~cosseting(sweet-roasted-mung) ~empathetic(sweet-fermented-chickpea) ~gentle(sweet-fermented-mung) ~nurturing(sweet-boiled-mung) ~replenishing(umami-boiled-mung) ~restorative(umami-dried-mung) ~solicitous(sour-roasted-mung) ~tender(sweet-dried-mung)
sweet-fermented-mung	gentle	timid	brutish	care	considerate(sweet-roasted-edamame) ~compassionate(sweet-boiled-kidney) ~cosseting(sweet-roasted-mung) ~empathetic(sweet-fermented-chickpea) ~nurturing(sweet-boiled-mung) ~replenishing(umami-boiled-mung) ~restorative(umami-dried-mung) ~solicitous(sour-roasted-mung) ~sympathetic(sweet-fermented-kidney) ~tender(sweet-dried-mung)
sweet-fermented-navy	homespun	provincial	worldly	humility	familiar(sweet-dried-green) guileless(sour-roasted-butter) self-deprecating(sour-fried-mung) ~bashful(sweet-smoked-mung) ~humble(umami-smoked-chickpea) ~wholesome(sweet-dried-chickpea)
sweet-fermented-pinto	fanciful	delusional	concrete	reverie	dreamlike(sweet-smoked-pinto) ~daydreamy(sweet-boiled-pinto) ~musing(umami-boiled-pinto) ~poetic(umami-fermented-mung) ~whimsical(sweet-fermented-green)
sweet-fried-adzuki	jubilant	rapturous	sombre	joy	giddy(sweet-fried-green) irrepressible(spicy-fried-adzuki) ~buoyant(sweet-roasted-green) ~ebullient(sour-roasted-green) ~exultant(spicy-roasted-adzuki) ~high-spirited(spicy-roasted-green) ~joyful(sweet-boiled-adzuki) ~rhapsodic(spicy-fermented-adzuki) ~spirited(spicy-boiled-adzuki)
sweet-fried-black	ardent	feverish	tepid	love	cherishing(sweet-roasted-kidney) sentimental(sweet-fermented-adzuki) ~adoring(sweet-dried-kidney) ~devoted(sweet-dried-adzuki) ~doting(sweet-fried-kidney) ~enamoured(sweet-smoked-kidney) ~passionate(umami-fried-adzuki) ~romantic(sweet-fried-navy)
sweet-fried-butter	sunny	pollyannaish	gloomy	light-hearted	lighthearted(sweet-roasted-butter) ~fun(sweet-roasted-chickpea) ~mischievous(sweet-roasted-pinto) ~playful(sweet-boiled-green) ~silly(sweet-fermented-butter) ~whimsical(sweet-fermented-green)
sweet-fried-cannellini	lavish	extravagant	stingy	showy+appetite	demonstrative(spicy-roasted-mung) expansive(umami-roasted-pinto) ~effusive(sweet-fried-pinto) ~flamboyant(spicy-roasted-pinto) ~gregarious(spicy-roasted-chickpea) ~indulgent(spicy-roasted-butter) ~openhanded(sweet-fried-mung) ~sensuous(spicy-smoked-butter)
sweet-fried-chickpea	funny	clownish	mirthless	wit	witty(bitter-roasted-edamame) ~clever(sour-fermented-chickpea) ~droll(bitter-fried-adzuki) ~epigrammatic(sour-dried-pinto) ~irreverent(sour-roasted-pinto) ~quick-witted(sour-fried-adzuki) ~sardonic(sour-fermented-pinto) ~satirical(bitter-fried-pinto) ~wry(sour-dried-chickpea)
sweet-fried-edamame	motivated	compulsive	unmotivated	ambition	~accomplished(umami-fried-green) ~ambitious(bitter-fried-fava) ~competitive(spicy-roasted-fava) ~dedicated(umami-boiled-edamame) ~industrious(spicy-boiled-edamame) ~purposeful(umami-fried-mung)
sweet-fried-fava	daring	devil-may-care	risk-averse	risk	game(spicy-fried-butter) headlong(spicy-fried-fava) headstrong(spicy-fried-green) ~audacious(spicy-dried-fava) ~brisk(bitter-roasted-green) ~dauntless(bitter-boiled-fava) ~footloose(spicy-smoked-green) ~impatient(bitter-fried-green) ~impulsive(sour-fried-green) ~spontaneous(spicy-fried-chickpea) ~swift(sour-fried-fava)
sweet-fried-green	giddy	hysterical	sensible	joy	irrepressible(spicy-fried-adzuki) jubilant(sweet-fried-adzuki) ~buoyant(sweet-roasted-green) ~ebullient(sour-roasted-green) ~exultant(spicy-roasted-adzuki) ~high-spirited(spicy-roasted-green) ~joyful(sweet-boiled-adzuki) ~rhapsodic(spicy-fermented-adzuki) ~spirited(spicy-boiled-adzuki)
sweet-fried-kidney	doting	spoiling	distant	love	cherishing(sweet-roasted-kidney) sentimental(sweet-fermented-adzuki) ~adoring(sweet-dried-kidney) ~ardent(sweet-fried-black) ~devoted(sweet-dried-adzuki) ~enamoured(sweet-smoked-kidney) ~passionate(umami-fried-adzuki) ~romantic(sweet-fried-navy)
sweet-fried-mung	openhanded	prodigal	tight-fisted	appetite	~indulgent(spicy-roasted-butter) ~lavish(sweet-fried-cannellini) ~sensuous(spicy-smoked-butter)
sweet-fried-navy	romantic	starry-eyed	hard-headed	love	cherishing(sweet-roasted-kidney) sentimental(sweet-fermented-adzuki) ~adoring(sweet-dried-kidney) ~ardent(sweet-fried-black) ~devoted(sweet-dried-adzuki) ~doting(sweet-fried-kidney) ~enamoured(sweet-smoked-kidney) ~passionate(umami-fried-adzuki)
sweet-fried-pinto	effusive	unstoppered	reserved	showy	demonstrative(spicy-roasted-mung) expansive(umami-roasted-pinto) ~flamboyant(spicy-roasted-pinto) ~gregarious(spicy-roasted-chickpea) ~lavish(sweet-fried-cannellini)
sweet-roasted-adzuki	convivial	bacchanalian	antisocial	warmth	agreeable(sweet-boiled-chickpea) neighbourly(sweet-roasted-navy) warm(umami-roasted-adzuki) ~affectionate(umami-boiled-adzuki) ~charming(sweet-smoked-chickpea) ~gracious(sweet-roasted-black) ~kind(sweet-boiled-cannellini) ~openhearted(umami-roasted-kidney) ~welcoming(sweet-roasted-cannellini)
sweet-roasted-black	gracious	unctuous	graceless	warmth	agreeable(sweet-boiled-chickpea) neighbourly(sweet-roasted-navy) warm(umami-roasted-adzuki) ~affectionate(umami-boiled-adzuki) ~charming(sweet-smoked-chickpea) ~convivial(sweet-roasted-adzuki) ~kind(sweet-boiled-cannellini) ~openhearted(umami-roasted-kidney) ~welcoming(sweet-roasted-cannellini)
sweet-roasted-butter	lighthearted	unserious	weighty	light-hearted	~fun(sweet-roasted-chickpea) ~mischievous(sweet-roasted-pinto) ~playful(sweet-boiled-green) ~silly(sweet-fermented-butter) ~sunny(sweet-fried-butter) ~whimsical(sweet-fermented-green)
sweet-roasted-cannellini	welcoming	insistent	forbidding	warmth	agreeable(sweet-boiled-chickpea) neighbourly(sweet-roasted-navy) warm(umami-roasted-adzuki) ~affectionate(umami-boiled-adzuki) ~charming(sweet-smoked-chickpea) ~convivial(sweet-roasted-adzuki) ~gracious(sweet-roasted-black) ~kind(sweet-boiled-cannellini) ~openhearted(umami-roasted-kidney)
sweet-roasted-chickpea	fun	exhausting	dreary	light-hearted	lighthearted(sweet-roasted-butter) ~mischievous(sweet-roasted-pinto) ~playful(sweet-boiled-green) ~silly(sweet-fermented-butter) ~sunny(sweet-fried-butter) ~whimsical(sweet-fermented-green)
sweet-roasted-edamame	considerate	self-sacrificing	thoughtless	care	~compassionate(sweet-boiled-kidney) ~cosseting(sweet-roasted-mung) ~empathetic(sweet-fermented-chickpea) ~gentle(sweet-fermented-mung) ~nurturing(sweet-boiled-mung) ~replenishing(umami-boiled-mung) ~restorative(umami-dried-mung) ~solicitous(sour-roasted-mung) ~sympathetic(sweet-fermented-kidney) ~tender(sweet-dried-mung)
sweet-roasted-fava	emboldening	inciting	dampening	encouraging	~encouraging(sweet-boiled-fava)
sweet-roasted-green	buoyant	bumptious	deflated	joy	giddy(sweet-fried-green) irrepressible(spicy-fried-adzuki) jubilant(sweet-fried-adzuki) ~ebullient(sour-roasted-green) ~exultant(spicy-roasted-adzuki) ~high-spirited(spicy-roasted-green) ~joyful(sweet-boiled-adzuki) ~rhapsodic(spicy-fermented-adzuki) ~spirited(spicy-boiled-adzuki)
sweet-roasted-kidney	cherishing	possessive	uncaring	love	sentimental(sweet-fermented-adzuki) ~adoring(sweet-dried-kidney) ~ardent(sweet-fried-black) ~devoted(sweet-dried-adzuki) ~doting(sweet-fried-kidney) ~enamoured(sweet-smoked-kidney) ~passionate(umami-fried-adzuki) ~romantic(sweet-fried-navy)
sweet-roasted-mung	cosseting	infantilising	spartan	care	considerate(sweet-roasted-edamame) ~compassionate(sweet-boiled-kidney) ~empathetic(sweet-fermented-chickpea) ~gentle(sweet-fermented-mung) ~nurturing(sweet-boiled-mung) ~replenishing(umami-boiled-mung) ~restorative(umami-dried-mung) ~solicitous(sour-roasted-mung) ~sympathetic(sweet-fermented-kidney) ~tender(sweet-dried-mung)
sweet-roasted-navy	neighbourly	intrusive	standoffish	warmth	agreeable(sweet-boiled-chickpea) warm(umami-roasted-adzuki) ~affectionate(umami-boiled-adzuki) ~charming(sweet-smoked-chickpea) ~convivial(sweet-roasted-adzuki) ~gracious(sweet-roasted-black) ~kind(sweet-boiled-cannellini) ~openhearted(umami-roasted-kidney) ~welcoming(sweet-roasted-cannellini)
sweet-roasted-pinto	mischievous	troublemaking	straitlaced	light-hearted	lighthearted(sweet-roasted-butter) ~fun(sweet-roasted-chickpea) ~playful(sweet-boiled-green) ~silly(sweet-fermented-butter) ~sunny(sweet-fried-butter) ~whimsical(sweet-fermented-green)
sweet-smoked-adzuki	luminous	blinding	dim	captivating	spellbinding(spicy-smoked-pinto) ~arresting(spicy-smoked-cannellini) ~bewitching(spicy-smoked-mung) ~charismatic(spicy-roasted-cannellini) ~dazzling(sweet-smoked-fava) ~iridescent(sweet-smoked-green) ~magnetic(spicy-roasted-black) ~transfixing(spicy-smoked-adzuki)
sweet-smoked-black	mystical	occult	rationalist	uncanny	eerie(bitter-smoked-green) haunting(bitter-smoked-kidney) mysterious(spicy-fermented-black) ~atmospheric(umami-smoked-pinto) ~ethereal(bitter-smoked-mung) ~hallowed(umami-smoked-adzuki) ~liminal(bitter-smoked-chickpea) ~oracular(bitter-smoked-adzuki) ~otherworldly(bitter-smoked-fava) ~primal(umami-smoked-fava) ~solemn(umami-smoked-black)
sweet-smoked-butter	hazy	befogged	crisp	indirect	allusive(sour-smoked-pinto) intricate(bitter-smoked-pinto) layered(umami-dried-pinto) ~cryptic(bitter-dried-pinto) ~interpretive(bitter-fermented-chickpea)
sweet-smoked-cannellini	delicate	dainty	robust	fine	exquisite(sweet-dried-cannellini) ~distinguished(umami-dried-cannellini) ~polished(bitter-roasted-adzuki) ~refined(bitter-roasted-cannellini) ~stylish(bitter-roasted-pinto)
sweet-smoked-chickpea	charming	ingratiating	off-putting	warmth	agreeable(sweet-boiled-chickpea) neighbourly(sweet-roasted-navy) warm(umami-roasted-adzuki) ~affectionate(umami-boiled-adzuki) ~convivial(sweet-roasted-adzuki) ~gracious(sweet-roasted-black) ~kind(sweet-boiled-cannellini) ~openhearted(umami-roasted-kidney) ~welcoming(sweet-roasted-cannellini)
sweet-smoked-edamame	disarming	placating	bristling	smoothing	forgiving(sweet-boiled-butter) tolerant(umami-roasted-chickpea) ~conciliatory(bitter-boiled-chickpea) ~diplomatic(sweet-fermented-cannellini) ~fair(sour-roasted-kidney) ~fair-minded(sour-boiled-chickpea) ~impartial(sour-boiled-mung) ~open-minded(sour-roasted-chickpea) ~receptive(umami-roasted-butter)
sweet-smoked-fava	dazzling	glaring	lacklustre	captivating	luminous(sweet-smoked-adzuki) spellbinding(spicy-smoked-pinto) ~arresting(spicy-smoked-cannellini) ~bewitching(spicy-smoked-mung) ~charismatic(spicy-roasted-cannellini) ~iridescent(sweet-smoked-green) ~magnetic(spicy-roasted-black) ~transfixing(spicy-smoked-adzuki)
sweet-smoked-green	iridescent	gaudy	monochrome	captivating	luminous(sweet-smoked-adzuki) spellbinding(spicy-smoked-pinto) ~arresting(spicy-smoked-cannellini) ~bewitching(spicy-smoked-mung) ~charismatic(spicy-roasted-cannellini) ~dazzling(sweet-smoked-fava) ~magnetic(spicy-roasted-black) ~transfixing(spicy-smoked-adzuki)
sweet-smoked-kidney	enamoured	besotted	cold-eyed	love	cherishing(sweet-roasted-kidney) sentimental(sweet-fermented-adzuki) ~adoring(sweet-dried-kidney) ~ardent(sweet-fried-black) ~devoted(sweet-dried-adzuki) ~doting(sweet-fried-kidney) ~passionate(umami-fried-adzuki) ~romantic(sweet-fried-navy)
sweet-smoked-mung	bashful	mortified	unabashed	humility	familiar(sweet-dried-green) guileless(sour-roasted-butter) self-deprecating(sour-fried-mung) ~homespun(sweet-fermented-navy) ~humble(umami-smoked-chickpea) ~wholesome(sweet-dried-chickpea)
sweet-smoked-navy	lingering	clinging	vanishing	lasting	enduring(umami-dried-navy) ~abiding(sweet-dried-black) ~constant(sweet-boiled-black) ~faithful(umami-dried-kidney) ~rooted(umami-fermented-kidney) ~timeless(umami-smoked-navy)
sweet-smoked-pinto	dreamlike	hallucinatory	stark	reverie	~daydreamy(sweet-boiled-pinto) ~fanciful(sweet-fermented-pinto) ~musing(umami-boiled-pinto) ~poetic(umami-fermented-mung) ~whimsical(sweet-fermented-green)
umami-boiled-adzuki	affectionate	needy	chilly	warmth	agreeable(sweet-boiled-chickpea) neighbourly(sweet-roasted-navy) warm(umami-roasted-adzuki) ~charming(sweet-smoked-chickpea) ~convivial(sweet-roasted-adzuki) ~gracious(sweet-roasted-black) ~kind(sweet-boiled-cannellini) ~openhearted(umami-roasted-kidney) ~welcoming(sweet-roasted-cannellini)
umami-boiled-black	patient	passive	restive	calm	composed(sour-fried-butter) placid(bitter-boiled-butter) quiet(sour-smoked-butter) restful(umami-boiled-butter) serene(sweet-dried-butter) ~languid(umami-smoked-butter) ~mellow(umami-dried-butter) ~settled(umami-fried-butter) ~still(bitter-smoked-butter) ~tranquil(bitter-dried-butter)
umami-boiled-butter	restful	slumberous	wearying	calm	composed(sour-fried-butter) placid(bitter-boiled-butter) quiet(sour-smoked-butter) serene(sweet-dried-butter) ~languid(umami-smoked-butter) ~mellow(umami-dried-butter) ~patient(umami-boiled-black) ~settled(umami-fried-butter) ~still(bitter-smoked-butter) ~tranquil(bitter-dried-butter)
umami-boiled-cannellini	conscientious	guilt-ridden	negligent	duty	dutiful(sweet-dried-navy) ~custodial(umami-boiled-navy) ~dependable(sweet-boiled-edamame) ~disciplined(umami-boiled-kidney) ~principled(umami-fried-cannellini) ~provident(sweet-boiled-navy) ~scrupulous(sour-fermented-navy) ~trustworthy(sour-boiled-kidney) ~upright(bitter-boiled-navy)
umami-boiled-chickpea	adaptable	shapeless	set	adaptable	proactive(umami-fried-chickpea) ~conductive(spicy-dried-chickpea) ~cosmopolitan(bitter-roasted-chickpea) ~instinctive(umami-fried-pinto) ~nimble(sour-fried-chickpea) ~practised(sweet-fermented-edamame) ~resourceful(spicy-boiled-chickpea)
umami-boiled-edamame	dedicated	self-forgetting	indifferent	ambition	~accomplished(umami-fried-green) ~ambitious(bitter-fried-fava) ~competitive(spicy-roasted-fava) ~industrious(spicy-boiled-edamame) ~motivated(sweet-fried-edamame) ~purposeful(umami-fried-mung)
umami-boiled-fava	resolved	fixed	undecided	immovable	rigid(spicy-boiled-navy) single-minded(spicy-fermented-navy) steadfast(spicy-smoked-navy) ~adamant(spicy-boiled-fava) ~firm(sour-dried-navy) ~resolute(sour-smoked-navy) ~stalwart(umami-fried-kidney) ~staunch(spicy-roasted-navy) ~steady(bitter-dried-navy)
umami-boiled-green	prolific	unedited	barren	invention	artistic(bitter-fermented-pinto) innovative(umami-fermented-chickpea) ~budding(umami-smoked-green) ~creative(umami-fermented-green) ~idealistic(umami-fermented-cannellini) ~inventive(spicy-fermented-edamame) ~visionary(sweet-fermented-fava)
umami-boiled-kidney	disciplined	regimented	undisciplined	duty	dutiful(sweet-dried-navy) ~conscientious(umami-boiled-cannellini) ~custodial(umami-boiled-navy) ~dependable(sweet-boiled-edamame) ~principled(umami-fried-cannellini) ~provident(sweet-boiled-navy) ~scrupulous(sour-fermented-navy) ~trustworthy(sour-boiled-kidney) ~upright(bitter-boiled-navy)
umami-boiled-mung	replenishing	self-depleting	draining	care	considerate(sweet-roasted-edamame) ~compassionate(sweet-boiled-kidney) ~cosseting(sweet-roasted-mung) ~empathetic(sweet-fermented-chickpea) ~gentle(sweet-fermented-mung) ~nurturing(sweet-boiled-mung) ~restorative(umami-dried-mung) ~solicitous(sour-roasted-mung) ~sympathetic(sweet-fermented-kidney) ~tender(sweet-dried-mung)
umami-boiled-navy	custodial	proprietorial	abdicating	duty	dutiful(sweet-dried-navy) ~conscientious(umami-boiled-cannellini) ~dependable(sweet-boiled-edamame) ~disciplined(umami-boiled-kidney) ~principled(umami-fried-cannellini) ~provident(sweet-boiled-navy) ~scrupulous(sour-fermented-navy) ~trustworthy(sour-boiled-kidney) ~upright(bitter-boiled-navy)
umami-boiled-pinto	musing	woolgathering	workaday	inward-thought+reverie	dreamlike(sweet-smoked-pinto) self-aware(sour-fermented-adzuki) ~contemplative(bitter-boiled-pinto) ~daydreamy(sweet-boiled-pinto) ~fanciful(sweet-fermented-pinto) ~introspective(umami-fermented-black) ~inward(umami-fermented-pinto) ~pensive(sweet-fermented-black) ~philosophical(bitter-fermented-butter) ~poetic(umami-fermented-mung) ~reflective(umami-fermented-butter) ~ruminative(bitter-fermented-black) ~speculative(bitter-fermented-green) ~whimsical(sweet-fermented-green)
umami-dried-adzuki	reverential	awestruck	profane	remorse-gratitude	~admiring(sour-smoked-cannellini) ~ceremonious(bitter-boiled-adzuki) ~contrite(bitter-fermented-cannellini) ~grateful(sour-roasted-adzuki)
umami-dried-black	profound	unplumbable	shallow	depth	layered(umami-dried-pinto) ~foundational(umami-dried-edamame) ~potent(umami-dried-green) ~steeped(umami-smoked-mung) ~substantive(umami-dried-chickpea)
umami-dried-butter	mellow	sluggish	jagged	calm	composed(sour-fried-butter) placid(bitter-boiled-butter) quiet(sour-smoked-butter) restful(umami-boiled-butter) serene(sweet-dried-butter) ~languid(umami-smoked-butter) ~patient(umami-boiled-black) ~settled(umami-fried-butter) ~still(bitter-smoked-butter) ~tranquil(bitter-dried-butter)
umami-dried-cannellini	distinguished	grand	undistinguished	authority+fine	commanding(spicy-fried-navy) decisive(bitter-fried-edamame) exquisite(sweet-dried-cannellini) regal(umami-smoked-cannellini) ~assured(umami-fried-fava) ~authoritative(umami-fried-navy) ~confident(spicy-roasted-edamame) ~delicate(sweet-smoked-cannellini) ~formidable(umami-dried-fava) ~polished(bitter-roasted-adzuki) ~proud(bitter-roasted-kidney) ~refined(bitter-roasted-cannellini) ~stylish(bitter-roasted-pinto) ~sure(spicy-dried-cannellini)
umami-dried-chickpea	substantive	heavy-going	insubstantial	depth	layered(umami-dried-pinto) ~foundational(umami-dried-edamame) ~potent(umami-dried-green) ~profound(umami-dried-black) ~steeped(umami-smoked-mung)
umami-dried-edamame	foundational	monolithic	peripheral	depth	layered(umami-dried-pinto) ~potent(umami-dried-green) ~profound(umami-dried-black) ~steeped(umami-smoked-mung) ~substantive(umami-dried-chickpea)
umami-dried-fava	formidable	fearsome	unimposing	authority	commanding(spicy-fried-navy) decisive(bitter-fried-edamame) regal(umami-smoked-cannellini) ~assured(umami-fried-fava) ~authoritative(umami-fried-navy) ~confident(spicy-roasted-edamame) ~distinguished(umami-dried-cannellini) ~proud(bitter-roasted-kidney) ~sure(spicy-dried-cannellini)
umami-dried-green	potent	concentrated	feeble	depth	layered(umami-dried-pinto) ~foundational(umami-dried-edamame) ~profound(umami-dried-black) ~steeped(umami-smoked-mung) ~substantive(umami-dried-chickpea)
umami-dried-kidney	faithful	blind	disloyal	lasting	enduring(umami-dried-navy) ~abiding(sweet-dried-black) ~constant(sweet-boiled-black) ~lingering(sweet-smoked-navy) ~rooted(umami-fermented-kidney) ~timeless(umami-smoked-navy)
umami-dried-mung	restorative	enabling	depleting	care	considerate(sweet-roasted-edamame) ~compassionate(sweet-boiled-kidney) ~cosseting(sweet-roasted-mung) ~empathetic(sweet-fermented-chickpea) ~gentle(sweet-fermented-mung) ~nurturing(sweet-boiled-mung) ~replenishing(umami-boiled-mung) ~solicitous(sour-roasted-mung) ~sympathetic(sweet-fermented-kidney) ~tender(sweet-dried-mung)
umami-dried-navy	enduring	interminable	transient	lasting	~abiding(sweet-dried-black) ~constant(sweet-boiled-black) ~faithful(umami-dried-kidney) ~lingering(sweet-smoked-navy) ~rooted(umami-fermented-kidney) ~timeless(umami-smoked-navy)
umami-dried-pinto	layered	overwrought	reductive	indirect+depth	allusive(sour-smoked-pinto) hazy(sweet-smoked-butter) intricate(bitter-smoked-pinto) ~cryptic(bitter-dried-pinto) ~foundational(umami-dried-edamame) ~interpretive(bitter-fermented-chickpea) ~potent(umami-dried-green) ~profound(umami-dried-black) ~steeped(umami-smoked-mung) ~substantive(umami-dried-chickpea)
umami-fermented-adzuki	elegiac	funereal	forgetful	mourning	storied(sweet-dried-pinto) ~melancholy(umami-roasted-mung) ~mournful(umami-smoked-kidney) ~pensive(sweet-fermented-black) ~solemn(umami-smoked-black) ~wistful(umami-roasted-navy)
umami-fermented-black	introspective	self-absorbed	unexamined	inward-thought	self-aware(sour-fermented-adzuki) ~contemplative(bitter-boiled-pinto) ~inward(umami-fermented-pinto) ~musing(umami-boiled-pinto) ~pensive(sweet-fermented-black) ~philosophical(bitter-fermented-butter) ~reflective(umami-fermented-butter) ~ruminative(bitter-fermented-black) ~speculative(bitter-fermented-green)
umami-fermented-butter	reflective	paralysed	unconsidered	inward-thought	self-aware(sour-fermented-adzuki) ~contemplative(bitter-boiled-pinto) ~introspective(umami-fermented-black) ~inward(umami-fermented-pinto) ~musing(umami-boiled-pinto) ~pensive(sweet-fermented-black) ~philosophical(bitter-fermented-butter) ~ruminative(bitter-fermented-black) ~speculative(bitter-fermented-green)
umami-fermented-cannellini	idealistic	quixotic	disillusioned	invention	artistic(bitter-fermented-pinto) innovative(umami-fermented-chickpea) ~budding(umami-smoked-green) ~creative(umami-fermented-green) ~inventive(spicy-fermented-edamame) ~prolific(umami-boiled-green) ~visionary(sweet-fermented-fava)
umami-fermented-chickpea	innovative	gimmicky	stale	invention	artistic(bitter-fermented-pinto) ~budding(umami-smoked-green) ~creative(umami-fermented-green) ~idealistic(umami-fermented-cannellini) ~inventive(spicy-fermented-edamame) ~prolific(umami-boiled-green) ~visionary(sweet-fermented-fava)
